Sequence	Contig	Position	SexBias	P	Signif
4040652	PKUT01002802.1	1973	0.0294117	1	False
4041645	CM014019.1	13135206	1	1.22125e-15	True
4041835	CM014014.1	21026759	0	1	False
4042800	CM014039.1	15024513	0	1	False
4043189	CM014033.1	20527119	0.235294	0.0895551	False
4044694	CM014014.1	16664349	0	1	False
4045482	CM014027.1	22952892	0	1	False
4045593	PKUT01002449.1	27969	0	1	False
4047478	CM014036.1	13103865	-0.205882	0.145436	False
4047529	CM014023.1	11381338	0	1	False
4047945	CM014036.1	13724035	0.0294118	1	False
4048832	CM014025.1	24792875	0.176471	0.152881	False
4049061	PKUT01000641.1	103954	0	1	False
4049418	CM014022.1	23188422	0	1	False
4049849	CM014015.1	1705043	0.176471	0.204513	False
4049897	CM014024.1	16550246	0.0294118	1	False
4050382	CM014021.1	12845438	0	1	False
4050646	CM014029.1	517904	0	1	False
4050732	CM014014.1	18965468	-0.0294118	1	False
4050868	CM014026.1	18323218	-0.0882353	0.424798	False
4051372	CM014020.1	863312	0	1	False
4051548	CM014031.1	18896810	0	1	False
4051960	CM014017.1	11777301	-0.0294118	1	False
4052083	CM014021.1	20900431	0.205882	0.136996	False
4052113	CM014017.1	31762339	0	1	False
4052321	CM014016.1	23903098	-0.0882353	0.627477	False
4052787	CM014038.1	14638850	0	1	False
4053849	CM014017.1	6085827	0	1	False
4053899	CM014032.1	1855628	0	1	False
4053940	CM014029.1	16441971	0	1	False
4054080	CM014035.1	5861773	0	1	False
4054185	CM014021.1	28712989	0	1	False
4054220	PKUT01000875.1	19246	0.0294118	1	False
4054544	CM014012.1	20841717	0	1	False
4056011	CM014018.1	15547268	0	1	False
4056035	CM014021.1	6939491	0	1	False
4056927	PKUT01001088.1	61591	0.0588235	0.774965	False
4057076	CM014024.1	18868954	0.117647	0.368261	False
4057394	CM014027.1	12028368	0	1	False
4058654	CM014040.1	4035607	0	1	False
4059320	CM014040.1	9529840	0	1	False
4059666	CM014040.1	8287202	0.0294118	1	False
4059765	CM014016.1	9013288	-0.0588235	0.783413	False
4059873	CM014015.1	14956719	0	1	False
4061507	CM014035.1	11543513	-0.0588235	0.606282	False
4061695	CM014014.1	4665913	0	1	False
4061925	CM014019.1	16940885	0.441176	4.23114e-05	False
4062221	CM014026.1	16563184	0	1	False
4062972	CM014037.1	9057794	-0.0882353	0.614954	False
4063104	CM014024.1	3969580	0	1	False
4063655	CM014033.1	12932840	0.147059	0.331766	False
4063921	CM014039.1	10794323	0	1	False
4064618	CM014025.1	17428743	0	1	False
4064668	CM014039.1	9413388	0	1	False
4065657	CM014028.1	16349908	0	1	False
4065717	CM014015.1	25172720	0	1	False
4066044	CM014012.1	15657979	0.0294118	1	False
4066313	CM014035.1	13737383	0	1	False
4067581	CM014018.1	21090001	0	1	False
4068213	CM014036.1	8085879	-0.117647	0.122065	False
4068338	PKUT01002230.1	54437	-0.0588235	0.668982	False
4069522	CM014035.1	14689592	-0.147059	0.217366	False
4069797	CM014029.1	1087089	0	1	False
4070433	CM014039.1	16778145	0.0294117	1	False
4070537	CM014024.1	13100284	-0.0882353	0.352763	False
4070934	CM014033.1	5989764	0	1	False
4071135	CM014036.1	13942771	0	1	False
4071190	PKUT01001092.1	38433	0	1	False
4071735	CM014027.1	14124011	0	1	False
4072244	PKUT01002621.1	17230	0.0882353	0.424798	False
4072265	CM014028.1	12296884	0	1	False
4072459	CM014021.1	23505298	0	1	False
4074524	CM014015.1	27880887	-0.205882	0.14404	False
4075542	CM014012.1	33248680	0	1	False
4076293	CM014022.1	19009510	0	1	False
4076365	CM014019.1	3741427	0	1	False
4076384	CM014024.1	7642753	0	1	False
4077257	CM014019.1	26999824	0	1	False
4077992	CM014033.1	7685889	-0.352941	0.00435283	False
4078394	PKUT01000484.1	31163	0	1	False
4079127	CM014029.1	4068714	0.117647	0.409587	False
4079832	CM014030.1	9710364	0.0588235	0.808039	False
4080572	CM014020.1	8909970	0	1	False
4080883	CM014017.1	3224859	-0.117647	0.446491	False
4081731	CM014028.1	2180210	0	1	False
4083158	CM014027.1	29380031	0.0294118	1	False
4083312	CM014012.1	20189953	0	1	False
4083465	CM014024.1	10663952	-0.0294118	1	False
4085122	CM014034.1	19179057	0	1	False
4085969	CM014028.1	10217794	-0.0588235	0.606282	False
4086066	CM014017.1	12066398	0.176471	0.224449	False
4087087	CM014036.1	17828654	0.205882	0.0481625	False
4088383	CM014027.1	12792890	0.0294117	1	False
4088951	CM014022.1	1569305	-0.0294118	1	False
4090367	PKUT01001032.1	958024	0	1	False
4090764	CM014020.1	25414153	0	1	False
4091477	CM014017.1	7654308	0	1	False
4091743	CM014017.1	27621966	0	1	False
4092151	CM014020.1	20642193	-0.0294118	1	False
4093012	PKUT01000592.1	19517	0.0882353	0.537379	False
4093054	CM014036.1	18585309	0.147059	0.3215	False
4093311	CM014027.1	10613400	0.0294117	1	False
4093902	CM014021.1	3493868	0	1	False
4094911	CM014038.1	15315862	0.235294	0.0873358	False
4094974	CM014036.1	13974175	0	1	False
4094997	CM014021.1	15339542	-0.0294117	1	False
4095122	CM014031.1	9245659	0	1	False
4095574	CM014025.1	3059335	0	1	False
4095909	CM014023.1	16766498	0	1	False
4095927	CM014039.1	3179176	-0.0882353	0.47417	False
4096258	CM014027.1	397697	-0.0882353	0.620113	False
4098700	CM014026.1	10492286	-0.117647	0.368261	False
4099174	CM014024.1	18859490	0	1	False
4099697	CM014013.1	15218044	0	1	False
4099793	CM014033.1	12932840	-0.0294118	1	False
4100063	CM014034.1	10157665	0	1	False
4100257	CM014035.1	9426109	0	1	False
4100516	PKUT01000453.1	281265	0.0882353	0.627477	False
4100678	CM014032.1	12865579	0	1	False
4101523	CM014039.1	16618275	0	1	False
4101611	CM014021.1	17546501	0	1	False
4102537	CM014032.1	5323585	0	1	False
4102605	CM014035.1	4073700	-0.0882353	0.47417	False
4103412	PKUT01002449.1	16054	0.0882353	0.237584	False
4103566	CM014028.1	16278988	-0.0294118	1	False
4104094	CM014035.1	3617619	0	1	False
4104245	CM014014.1	14303645	0	1	False
4104458	CM014017.1	11806096	0	1	False
4104660	CM014023.1	8994499	-0.0882353	0.614954	False
4104968	CM014030.1	8190392	0	1	False
4105367	CM014012.1	24107107	0	1	False
4105668	CM014029.1	1713528	0	1	False
4106418	CM014033.1	20527119	-0.176471	0.152881	False
4106796	CM014020.1	21218431	0.0882353	0.626279	False
4107474	CM014030.1	22088950	0	1	False
4107858	CM014034.1	19179145	-0.0882353	0.424798	False
4110001	CM014021.1	24343698	0.117647	0.446491	False
4110539	CM014026.1	17358357	0	1	False
4112388	CM014030.1	15461802	0.0294118	1	False
4112963	PKUT01000206.1	477011	-0.176471	0.183279	False
4114831	CM014014.1	6485425	0.0294118	1	False
4115067	CM014026.1	20443257	0.0588235	0.774965	False
4115694	CM014027.1	24919230	0	1	False
4115743	CM014017.1	19538257	0	1	False
4116480	CM014022.1	2805612	0.0294118	1	False
4116702	CM014012.1	24488003	0	1	False
4117381	CM014032.1	1841877	0.0882353	0.352763	False
4118346	CM014030.1	20543118	0	1	False
4118667	CM014019.1	4200269	0.0294118	1	False
4119105	CM014036.1	8009518	0	1	False
4121349	CM014038.1	4979927	0	1	False
4121375	CM014015.1	31565494	0	1	False
4121634	CM014022.1	2280171	0	1	False
4123019	CM014031.1	358090	-0.0294117	1	False
4123292	CM014030.1	13292766	0.0588235	0.732046	False
4123312	CM014040.1	2626944	-0.0294118	1	False
4123551	CM014021.1	2874785	0	1	False
4124020	CM014012.1	13486720	0	1	False
4124155	CM014015.1	36315523	0	1	False
4124168	CM014018.1	3067892	0	1	False
4124868	CM014032.1	1722962	0	1	False
4124991	CM014036.1	4780625	0	1	False
4125011	PKUT01002852.1	4548	0	1	False
4125318	CM014021.1	6627221	0	1	False
4125554	CM014019.1	12198948	-0.264706	0.051429	False
4126060	CM014023.1	17044168	0	1	False
4126299	CM014031.1	16313353	0.147059	0.242061	False
4126447	CM014039.1	6792077	0	1	False
4127801	CM014033.1	16487517	0.0294117	1	False
4128212	CM014015.1	25146643	0	1	False
4128780	CM014015.1	37092707	-0.0588235	0.808039	False
4128999	CM014039.1	18984491	0	1	False
4129223	CM014027.1	8592053	-0.0294118	1	False
4129291	CM014013.1	12661062	0	1	False
4129346	CM014017.1	23618891	0	1	False
4129478	CM014026.1	19155165	0.0294117	1	False
4129807	CM014028.1	12759532	0	1	False
4130313	CM014019.1	3778368	0	1	False
4130628	CM014019.1	24073272	0	1	False
4130716	CM014033.1	11183100	0	1	False
4131494	CM014016.1	15672417	0.117647	0.466854	False
4131986	CM014031.1	3773572	-0.176471	0.212138	False
4132567	PKUT01000203.1	196677	0	1	False
4132677	CM014021.1	8031860	0	1	False
4132857	CM014024.1	6110137	0.147059	0.305229	False
4133823	CM014037.1	8206727	0.0294118	1	False
4133971	CM014030.1	17713746	0	1	False
4134844	CM014013.1	31098809	0.235294	0.0624598	False
4135253	CM014035.1	6070763	0.147059	0.15231	False
4135352	CM014025.1	18349700	0	1	False
4135442	CM014023.1	7842637	0	1	False
4135721	CM014017.1	28265740	0	1	False
4135737	CM014014.1	6757476	0	1	False
4135925	CM014029.1	18836684	0	1	False
4136305	CM014013.1	16449	0.235294	0.0845601	False
4136758	PKUT01002202.1	54391	0	1	False
4136943	PKUT01002642.1	12141	0.117647	0.258831	False
4137355	CM014039.1	12110710	0	1	False
4138369	CM014034.1	7750287	-0.0294118	1	False
4138684	CM014016.1	1506956	0	1	False
4138970	CM014020.1	19723876	-0.0882353	0.47417	False
4139356	CM014026.1	22185398	-0.0882353	0.352763	False
4139736	CM014014.1	30730559	0.117647	0.446491	False
4139754	CM014033.1	20636562	0	1	False
4140022	CM014029.1	23930107	0	1	False
4140081	CM014016.1	31248058	0	1	False
4141731	CM014039.1	3759155	0.264706	0.0498077	False
4141942	CM014023.1	20316580	0	1	False
4141976	CM014014.1	13148962	0	1	False
4142385	CM014012.1	15502513	0	1	False
4142480	CM014014.1	29216698	0	1	False
4143147	CM014022.1	14314593	0.0882353	0.352763	False
4143187	CM014025.1	14900973	0	1	False
4143410	CM014020.1	12302672	0	1	False
4143924	PKUT01000061.1	746273	-0.0588235	0.808039	False
4145321	CM014033.1	7066663	0.0294118	1	False
4146461	CM014019.1	9709634	0	1	False
4147123	CM014014.1	35166374	0	1	False
4147962	CM014032.1	12213992	0	1	False
4148258	CM014033.1	4109644	0.0588235	0.732046	False
4148517	CM014036.1	10343029	0.0294118	1	False
4149178	CM014024.1	2048771	0	1	False
4150138	CM014016.1	30776	0	1	False
4150214	CM014029.1	7286664	-0.0882353	0.626279	False
4151051	CM014038.1	667778	0.0882353	0.623849	False
4151331	CM014017.1	32082881	0	1	False
4151665	CM014033.1	13258608	0.0294118	1	False
4151858	CM014015.1	18915422	0	1	False
4151978	CM014015.1	34751679	0.0588235	0.750406	False
4152185	CM014037.1	12981504	0	1	False
4152691	CM014019.1	8663090	0	1	False
4153837	PKUT01000411.1	26799	0	1	False
4154348	CM014026.1	14480325	0.0588235	0.472917	False
4154435	CM014019.1	28755618	0.0294118	1	False
4154723	CM014017.1	9587965	0	1	False
4154909	CM014016.1	8173927	0	1	False
4156229	CM014017.1	9956960	0	1	False
4157544	CM014026.1	16009007	0	1	False
4157926	PKUT01002678.1	12753	0	1	False
4158463	CM014029.1	23729124	-0.0294118	1	False
4158500	CM014022.1	7319432	-0.147059	0.3215	False
4158531	CM014017.1	26331245	0	1	False
4159047	CM014016.1	25522864	0.0588235	0.70663	False
4159301	CM014024.1	16094224	-0.0294118	1	False
4159464	CM014020.1	23529727	-0.0294118	1	False
4160155	CM014024.1	12235633	0.0588235	0.750406	False
4160400	CM014034.1	14028752	-0.0294118	1	False
4162970	PKUT01000106.1	22555	0	1	False
4163951	CM014018.1	12993380	0	1	False
4163966	CM014027.1	8364703	0	1	False
4164008	CM014026.1	17334229	0	1	False
4164081	CM014040.1	3252145	0	1	False
4164441	CM014016.1	3681829	0	1	False
4164784	CM014013.1	15668825	0	1	False
4165063	CM014033.1	1364339	0	1	False
4165397	CM014025.1	19070963	0.147059	0.331766	False
4165552	CM014018.1	9712741	0	1	False
4166351	CM014036.1	6242293	0	1	False
4167106	CM014020.1	1644620	0	1	False
4167110	CM014028.1	14794102	0	1	False
4167214	CM014016.1	14353332	-0.117647	0.459781	False
4168413	CM014018.1	19149711	0	1	False
4168462	CM014039.1	16651630	0.0588235	0.606282	False
4168509	CM014026.1	1286503	0	1	False
4169927	CM014028.1	7134057	0	1	False
4170154	CM014037.1	12912037	0	1	False
4170302	CM014017.1	8692018	0.0294118	1	False
4171233	CM014025.1	18497741	0	1	False
4171485	CM014039.1	18678429	0	1	False
4171488	CM014013.1	14267881	0	1	False
4171531	CM014012.1	32883112	0	1	False
4171593	CM014026.1	16704540	0	1	False
4172196	CM014017.1	24694305	0	1	False
4172535	CM014014.1	35721698	-0.0882353	0.627477	False
4172914	CM014017.1	13883508	0	1	False
4173912	PKUT01000542.1	70731	0	1	False
4174232	CM014020.1	18348428	0.0294117	1	False
4174655	CM014034.1	5424827	0.117647	0.339925	False
4174731	CM014026.1	21969873	0	1	False
4174791	CM014026.1	3780678	-0.0294118	1	False
4175055	CM014038.1	9289029	0	1	False
4175390	CM014039.1	16651556	-0.0294118	1	False
4176236	CM014021.1	22532377	0.0588235	0.795467	False
4176835	PKUT01000886.1	26196	-0.0294118	1	False
4177132	CM014021.1	11267976	0.0882353	0.623849	False
4177705	CM014024.1	3017736	0.0294117	1	False
4178262	CM014038.1	5273985	0	1	False
4178278	CM014036.1	1911848	-0.0882353	0.237584	False
4178955	CM014039.1	13292947	0	1	False
4179859	CM014013.1	36413663	0	1	False
4180497	PKUT01002766.1	24572	-0.147059	0.326688	False
4181015	CM014026.1	1542814	0	1	False
4181122	CM014012.1	30695726	0	1	False
4184004	CM014023.1	13262198	0	1	False
4184062	CM014032.1	12865669	0	1	False
4184609	CM014014.1	11324173	0	1	False
4185294	CM014038.1	517937	0	1	False
4185834	CM014030.1	3403492	0	1	False
4186686	CM014012.1	21783654	0	1	False
4186962	CM014024.1	25667470	0	1	False
4187333	PKUT01003146.1	17543	0	1	False
4187668	CM014030.1	8813410	-0.117647	0.463744	False
4188571	CM014012.1	23258344	0	1	False
4188825	CM014016.1	28197917	0	1	False
4189425	CM014026.1	1623156	0.235294	0.0873358	False
4190236	CM014017.1	1628879	0	1	False
4190793	CM014033.1	719526	0	1	False
4194565	CM014013.1	28967588	0.0294118	1	False
4194770	CM014017.1	31010923	0	1	False
4195145	CM014039.1	3156581	-0.0882353	0.623849	False
4195279	CM014032.1	6389234	0	1	False
4195959	CM014016.1	12369247	0	1	False
4196066	CM014025.1	17490392	-0.147059	0.314402	False
4196220	CM014030.1	22955226	0	1	False
4196574	CM014023.1	6388929	0.117647	0.466082	False
4197073	CM014030.1	2620341	0	1	False
4198118	PKUT01000203.1	164945	0.0588235	0.70663	False
4198576	CM014034.1	10351156	0	1	False
4199303	CM014014.1	21325127	-0.0294118	1	False
4199617	CM014026.1	17386805	0	1	False
4200191	CM014038.1	14203705	0	1	False
4200379	CM014022.1	14314587	-0.0294118	1	False
4200539	PKUT01000607.1	295488	-0.0588235	0.668982	False
4200616	CM014032.1	17735771	-0.0882353	0.537379	False
4201035	CM014025.1	20617535	-0.0294117	1	False
4201519	CM014019.1	11530300	0	1	False
4201558	CM014027.1	2428798	0	1	False
4201642	CM014029.1	15522784	0.117647	0.199619	False
4201689	CM014021.1	1199	0	1	False
4201861	CM014035.1	19080167	-0.147059	0.330086	False
4203079	CM014019.1	22944814	0	1	False
4203214	CM014025.1	18914881	0	1	False
4203375	CM014039.1	15042315	0.0294118	1	False
4203957	CM014023.1	23585532	-0.0294118	1	False
4204167	CM014013.1	13960076	0	1	False
4204801	CM014026.1	2978925	0	1	False
4205310	CM014035.1	5670444	0	1	False
4205344	CM014035.1	12772804	0	1	False
4206164	CM014023.1	19548482	0.0882353	0.599611	False
4206788	CM014035.1	3018346	0	1	False
4206903	CM014015.1	11110522	0	1	False
4208370	CM014014.1	20644844	0	1	False
4208668	CM014018.1	14492711	0.117647	0.463744	False
4208913	CM014012.1	5247605	-0.147059	0.242061	False
4209734	CM014019.1	18217348	0.5	1.53129e-05	False
4209973	CM014029.1	13893056	0	1	False
4210702	CM014019.1	8662996	1	1.22125e-15	True
4210865	CM014017.1	31277147	0	1	False
4211239	CM014029.1	19200311	0	1	False
4211380	CM014022.1	9894926	-0.0294118	1	False
4211452	CM014039.1	16891694	-0.0294117	1	False
4212359	CM014019.1	28022328	-0.117647	0.409587	False
4212946	CM014023.1	19132719	0	1	False
4213028	PKUT01001000.1	642205	-0.0294118	1	False
4213381	CM014027.1	15451845	0	1	False
4213603	CM014014.1	11650547	0	1	False
4213746	PKUT01000502.1	53694	-0.117647	0.454083	False
4214694	CM014030.1	7147981	0	1	False
4215398	CM014018.1	15745168	0	1	False
4216001	CM014032.1	9106948	0.0294118	1	False
4216056	CM014034.1	6858678	0	1	False
4216078	PKUT01000223.1	4589	0	1	False
4217557	CM014019.1	11336842	0.235294	0.00842106	False
4218141	CM014012.1	29245426	0	1	False
4218391	CM014016.1	29870156	0	1	False
4219369	CM014013.1	32183322	0	1	False
4219540	CM014040.1	4275520	0	1	False
4220640	CM014039.1	9621729	0	1	False
4221193	CM014031.1	18921774	0	1	False
4221370	CM014016.1	29245785	0	1	False
4221953	CM014027.1	28970930	0.0294118	1	False
4222660	CM014027.1	19522015	0	1	False
4223477	CM014024.1	18325133	0.117647	0.424618	False
4223643	PKUT01003084.1	39137	-0.176471	0.222026	False
4223685	CM014016.1	6653578	-0.0294118	1	False
4224232	CM014038.1	10243702	-0.323529	0.00204301	False
4224866	CM014017.1	30626074	0	1	False
4225575	CM014014.1	26100886	0	1	False
4225835	CM014034.1	6666865	0	1	False
4226644	PKUT01000690.1	407202	0.0588235	0.668982	False
4227646	PKUT01001032.1	1175449	0	1	False
4228916	CM014027.1	28035484	0	1	False
4229951	CM014013.1	7692025	0	1	False
4231135	CM014027.1	443245	0	1	False
4231165	CM014024.1	17340984	0.0294118	1	False
4232102	CM014019.1	31244999	0.0294118	1	False
4232653	CM014032.1	17239796	-0.0294118	1	False
4233315	CM014034.1	8976327	0.0294117	1	False
4234105	CM014034.1	16711493	0	1	False
4234390	CM014015.1	37909101	0.147059	0.262618	False
4235063	CM014027.1	28587273	0	1	False
4235701	CM014026.1	20171745	0.0588235	0.750406	False
4236834	CM014035.1	19267707	-0.176471	0.183279	False
4236993	CM014030.1	17141339	-0.117647	0.424618	False
4237235	CM014015.1	4975651	0.0588235	0.808039	False
4237824	CM014038.1	8549017	0	1	False
4237984	CM014027.1	11832826	0	1	False
4238557	CM014015.1	11902450	-0.0882353	0.237584	False
4238854	CM014020.1	15246916	0.0882353	0.510124	False
4239332	CM014030.1	1902905	0	1	False
4239732	CM014012.1	13427117	0	1	False
4239782	CM014039.1	10139859	0	1	False
4239912	CM014039.1	17368603	0.0882353	0.352763	False
4240149	CM014020.1	26460277	0	1	False
4240794	CM014021.1	4300701	0	1	False
4240852	CM014017.1	6791069	0.0294118	1	False
4241101	CM014037.1	10754530	0	1	False
4241143	CM014028.1	7402161	0	1	False
4241297	PKUT01002679.1	2028	0.0294118	1	False
4241672	CM014015.1	3888342	0	1	False
4243406	CM014012.1	35410158	0	1	False
4243603	CM014021.1	18463192	0.0294118	1	False
4244348	CM014021.1	1237693	-0.0882353	0.537379	False
4244470	PKUT01001121.1	101344	0.0294118	1	False
4245382	PKUT01000462.1	16309	-0.176471	0.152881	False
4245785	CM014020.1	22322696	0	1	False
4246108	CM014022.1	4853104	0	1	False
4246180	CM014024.1	20435148	0	1	False
4246895	CM014039.1	11861955	-0.117647	0.304319	False
4247586	CM014021.1	20250173	0	1	False
4247761	CM014014.1	20644934	0	1	False
4247831	CM014026.1	14755821	0	1	False
4247961	CM014021.1	2661313	-0.117647	0.122065	False
4248337	CM014014.1	24083807	0	1	False
4249013	CM014019.1	24469153	0	1	False
4250068	CM014039.1	9353511	0	1	False
4250500	CM014040.1	13840336	-0.0294118	1	False
4250510	CM014021.1	20574544	0	1	False
4250879	CM014014.1	36811094	0	1	False
4251078	CM014020.1	1341564	0	1	False
4251258	CM014015.1	9298976	-0.0882353	0.614954	False
4251947	PKUT01000206.1	183216	0	1	False
4252626	PKUT01001039.1	151642	0	1	False
4252673	CM014024.1	1769129	-0.0882353	0.352763	False
4253466	CM014017.1	14194231	0	1	False
4253735	CM014014.1	6423621	0	1	False
4255253	CM014027.1	13302108	0	1	False
4256494	CM014016.1	14455058	-0.0588236	0.808365	False
4256567	CM014017.1	4996776	-0.0882353	0.558598	False
4256765	CM014027.1	10190853	0	1	False
4256892	CM014025.1	17140070	0	1	False
4257975	CM014029.1	17385555	0	1	False
4258333	CM014024.1	18223670	-0.0294118	1	False
4258449	CM014033.1	20273953	-0.0294118	1	False
4258483	PKUT01001000.1	557554	0.0294118	1	False
4261841	CM014033.1	5707351	-0.0882353	0.352763	False
4261843	CM014014.1	33987947	-0.0882353	0.237584	False
4262072	CM014014.1	11064994	0.0588235	0.783413	False
4262107	CM014036.1	10916181	0	1	False
4262884	PKUT01000103.1	696499	-0.176471	0.225253	False
4263069	CM014020.1	22974884	0.0588235	0.808039	False
4263262	CM014022.1	9438263	0.117647	0.339925	False
4263394	CM014015.1	24398394	0.0882353	0.614954	False
4263980	CM014019.1	11976172	0.5	7.43302e-06	False
4264003	CM014012.1	29816120	-0.0882353	0.237584	False
4264030	CM014020.1	28180063	0	1	False
4264171	CM014013.1	19658966	0	1	False
